FOODID,FOODNAME_y,CA,CAROTENS,FE,FIBC,FOL,JODI,K,MG,NIAEQ,P,RIBF,SE,THIA,VITA,VITB12,VITC,VITD,VITE,VITK,VITPYRID,ZN,Calsium,Carotenoids,Iron,Fiber,Folate,Iodine,Kalium,Magnesium,Niacin,Phosphorus,Riboflavin,Selenium,Thiamin,Vitamin A,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Vitamin B6,Zinc
33038,"SHARON, KAKI, PERSIMON",8.0,1290.0,0.2,2.0,8.0,0.0,161.0,9.0,0.2,17.0,0.02,1.0,0.03,107.07,0.0,8.0,0.0,0.0,2.6,0.02,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33060,"PAPAYA, DRIED",159.0,3682.0,0.66,5.0,126.0,0.0,1702.0,66.0,2.015,33.0,0.191,4.0,0.125,75.86,0.0,81.9,0.0,4.83,17.2,0.113,0.46,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
33065,"MANGO, DRIED",29.0,687.0,0.39,5.2,20.0,0.0,454.0,26.0,1.526,32.0,0.155,1.9,0.118,55.32,0.0,16.1,0.0,3.25,12.2,0.35,0.12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33067,"EXOTIC FRUIT AVERAGE, MANGO, PAPAYA, DRIED",94.0,2184.5,0.525,5.1,73.0,0.0,1078.0,46.0,1.771,32.5,0.173,2.95,0.1215,65.59,0.0,49.0,0.0,4.04,14.7,0.23,0.29,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33070,"FIG, DRIED",162.0,38.0,2.03,9.3,9.0,0.0,680.0,68.0,1.053,67.0,0.082,0.6,0.085,0.5,0.0,1.2,0.0,0.35,15.6,0.106,0.55,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33077,"PINEAPPLE, DRIED",66.0,89.0,1.48,7.1,46.0,0.0,556.0,61.0,2.296,41.0,0.147,0.5,0.282,8.0,0.0,48.8,0.0,0.1,3.6,0.514,0.61,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
33095,"NUT, PECAN",70.0,55.0,2.53,9.6,22.0,0.0,410.0,121.0,2.72,277.0,0.13,3.8,0.66,2.78,0.0,1.1,0.0,1.4,3.5,0.25,4.53,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
33102,"NUT, PEANUT, HONEY-ROASTED",54.0,0.0,1.38,8.2,105.0,0.0,640.0,154.0,15.908,347.0,0.082,3.0,0.074,0.0,0.0,0.8,0.0,6.05,0.0,0.405,2.89,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
33105,"(ARC)PRETZEL, HARD",18.0,9.0,5.2,3.0,186.0,0.0,136.0,29.0,5.13,113.0,0.32,6.0,0.507,0.0,0.0,0.0,0.0,0.35,2.1,0.044,1.43,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
33108,"(ARC)PRETZEL, SOFT",23.0,17.0,3.92,1.7,24.0,0.0,88.0,21.0,4.27,79.0,0.29,17.2,0.41,0.0,0.0,0.0,0.0,0.54,2.7,0.02,0.94,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
33121,"HEMP SEED, WHOLE",105.1,7.0,13.029,27.6,110.0,0.0,859.0,483.0,12.54,1160.0,0.1,8.8,0.4,0.581,0.0,0.5,0.0,1.7,0.0,0.6,7.312,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1
33128,"NUT, CHILI NUT",53.9,7.9,1.922,4.572,62.27,7.14,430.34,106.88,9.437,209.5,0.06,1.666,0.45,0.085,0.0,0.0,0.0,6.109,2.778,0.07,1.582,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
33130,"NUT, CASHEW NUT, SALT",45.0,22.0,6.0,3.5,69.2,10.0,565.0,260.0,8.715,490.0,0.2,11.0,0.2,0.0,0.0,0.0,0.0,0.9,7.0,0.4,5.6,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
33131,"NUT, PISTACHIO NUT, SALT",110.0,1362.0,4.2,10.3,50.0,0.06,1042.0,120.0,5.617,485.0,0.158,9.3,0.84,13.03,0.0,2.3,0.0,1.93,13.2,1.274,2.3,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
33269,APPLE CHIPS,37.9,257.1,1.086,15.1,0.22,0.02,738.2,31.58,0.79,53.3,0.156,0.28,0.001,0.986,0.0,4.84,0.0,0.523,10.893,0.18,0.169,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33395,"MASHED POTATO POWDER, RAINBOW",43.01,289.3,2.57,6.192,50.11,0.21,1854.81,92.428,3.079,149.7,0.086,5.666,0.2226,2.723,0.0,22.44,0.0,0.363,6.23,0.51,1.105,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
33396,"MASHED POTATO POWDER, PIRKKA/FELIX",55.99,295.4,2.628,6.316,52.12,3.18,1908.43,95.902,3.335,171.8,0.131,6.18,0.2336,2.892,0.05,23.0,0.0,0.407,6.801,0.53,1.221,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
33397,"MASHED POTATO POWDER, ELDORADO",27.01,294.0,2.621,6.32,57.4,0.19,1871.78,92.33,3.209,153.0,0.097,5.751,0.2318,2.767,0.0,22.9,0.0,0.312,5.643,0.52,1.145,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
33436,"ROSE HIP, DRIED, ROSE HIP POWDER",430.0,18700.0,1.5,52.9,21.0,1.0,940.0,100.0,2.101,160.0,0.055,10.0,0.0465,444.46,0.0,127.0,0.0,7.1,25.9,0.035,1.0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
33456,SPINACH,89.0,7732.4,1.8,1.9,194.0,1.0,620.0,52.0,1.801,34.0,0.24,10.0,0.11,275.19,0.0,60.0,0.0,1.22,270.0,0.22,0.45,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
33494,"SWEET PEPPER, RED, CANNED",41.0,5576.6,0.8,1.2,16.0,1.04,146.0,11.0,0.717,20.0,0.03,0.3,0.025,28.1,0.0,46.5,0.0,1.944,4.14,0.22,0.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33499,"SOYA MINCE, WHITE OR DARK",244.0,0.0,13.7,15.0,303.0,0.0,2490.0,306.0,13.492,701.0,0.251,3.3,0.691,1.99,0.0,0.0,0.0,0.0,0.0,0.69,5.06,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
33568,"NUT AND FRUIT MIX, SALTED NUTS, DRIED FRUITS",108.6,248.3,3.502,9.554,52.45,4.46,677.05,149.38,5.792,281.9,0.205,5.482,0.3392,13.762,0.0,1.39,0.0,7.705,11.311,0.31,2.542,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
33569,"NUT MIX, WITHOUT SALT",104.97,36.8,3.531,8.89,60.96,7.45,601.99,208.21,6.106,405.1,0.125,313.278,0.5528,0.82,0.0,0.8,0.0,5.046,6.425,0.34,3.533,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
33579,"NUT MIX, SALTED",106.04,221.5,3.543,8.904,43.18,6.35,650.81,193.76,5.256,410.5,0.114,275.114,0.4667,2.271,0.0,0.7,0.0,4.557,7.248,0.46,3.303,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
33601,"MASHED POTATO POWDER, AVERAGE OF INDUSTRIAL PRODUCTS",45.5,293.5,2.612,6.286,52.94,1.69,1885.87,94.141,3.24,161.6,0.111,5.944,0.2304,2.818,0.03,22.84,0.0,0.372,6.369,0.52,1.173,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
33631,"FLOUR MIXTURE, GLUTEN-FREE, AVERAGE OF INDUSTRIAL PRODUCTS",111.94,191.3,4.278,3.005,15.62,11.88,156.82,30.908,3.814,121.4,0.287,6.722,0.2627,1.615,0.1,0.29,0.0,0.096,0.305,0.34,0.709,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
33632,"PASTA, GLUTEN-FREE, AVERAGE OF INDUSTRIAL PRODUCTS",39.04,27.9,1.978,3.929,53.95,6.61,290.82,59.064,2.874,154.1,0.051,7.116,0.1132,9.693,0.09,0.0,0.079,0.214,0.64,0.2,0.746,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34079,"PORRIDGE FLAKE MIX WITH FIBRE, NALLE",72.32,252.6,6.916,27.0,52.24,14.95,708.14,245.37,6.388,609.0,0.139,9.86,0.5548,0.257,0.0,0.07,0.0,0.728,3.853,0.34,4.929,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
34136,"SEAWEED, NORI, DRIED",430.0,14910.0,19.6,44.4,0.0,2100.0,2840.0,12.0,5.5,350.0,1.34,0.0,0.24,1237.53,0.0,14.0,0.0,0.0,0.0,0.07,6.4,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1
34137,"SEAWEED, WAKAME, DRIED",660.0,515.0,11.6,47.1,0.0,15200.0,220.0,470.0,5.5,310.0,0.14,1.0,0.11,42.74,0.0,15.0,0.0,0.0,0.0,0.01,1.7,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
34159,"ROCKET, ARUGULA",160.0,4979.0,1.46,1.6,107.6,1.0,369.0,47.0,0.906,52.0,0.058,0.3,0.062,118.19,0.0,17.1,0.0,0.43,108.6,0.073,0.47,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34228,"SPINACH, FROZEN",88.0,7732.4,1.3,1.3,194.0,1.0,470.0,59.0,1.801,30.0,0.24,0.3,0.11,275.19,0.0,60.0,0.0,1.22,270.0,0.22,0.9,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
34229,"PEA, GREEN, FROZEN",31.0,2134.8,2.0,3.1,58.97,1.0,370.0,40.0,3.385,130.0,0.18,0.6,0.35,31.13,0.0,20.0,0.0,0.03,28.0,0.16,1.3,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
34230,"WILD ROCKET, SAND ROCKET",160.0,4979.0,1.46,1.6,97.0,1.0,369.0,47.0,0.906,52.0,0.086,0.3,0.044,118.19,0.0,15.0,0.0,0.43,108.6,0.073,0.47,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34231,GARDEN LETTUCE,56.0,2734.5,0.7,1.0,38.6,1.0,360.0,21.0,0.4,40.0,0.022,0.2,0.03,81.63,0.0,2.69,0.0,0.63,115.0,0.1,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34232,RADICCHIO,19.9,15.0,0.4,1.1,64.0,0.4,212.0,10.0,0.528,31.4,0.012,1.0,0.023,1.24,0.0,3.71,0.0,0.1,255.2,0.055,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34233,ROMAINE LETTUCE,46.0,1.1,0.54,1.8,76.7,1.0,300.0,17.0,0.8,28.0,0.021,0.0,0.026,91.0,0.0,2.15,0.0,0.3,129.0,0.1,0.31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34234,"ONION, RED ONION",33.0,23.1,0.5,1.98,27.1,1.0,220.0,11.0,0.4,40.0,0.005,0.5,0.037,0.57,0.0,5.3,0.0,0.04,0.7,0.24,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34235,"RADISH, WHITE",27.0,0.0,0.4,1.6,26.2,1.0,227.0,16.0,0.25,23.0,0.01,0.7,0.005,0.0,0.0,13.7,0.0,0.0,0.3,0.06,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34236,PEA SHOOT,250.0,3142.0,5.5,1.6,65.0,0.0,300.0,11.0,1.751,37.0,0.051,0.4,0.11,260.79,0.0,1.44,0.0,0.8,0.0,0.13,0.7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34237,"CORN SALAD, LAMB'S LETTUCE",71.0,2.9,1.78,1.8,41.6,6.0,350.0,22.0,1.1,30.0,0.038,0.0,0.048,243.76,0.0,4.87,0.0,1.5,377.0,0.17,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34238,"CORIANDER, FRESH",67.0,4168.9,1.77,2.8,51.3,0.0,521.0,26.0,1.114,48.0,0.098,0.9,0.092,336.11,0.0,10.1,0.0,2.5,310.0,0.18,0.5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34239,NORTHERN MILKCAP,1.5,0.0,0.53,1.5,21.0,1.0,260.0,12.0,5.5,49.0,0.42,2.0,0.033,0.0,0.06,2.11,2.93,0.0,0.3,0.18,0.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
34240,FUNNEL CHANTERELLE,3.6,1329.4,0.85,3.22,11.0,1.0,450.0,10.0,3.94,50.0,0.26,18.0,0.135,110.34,0.0,0.25,15.4,0.0,0.0,0.04,0.77,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
34241,WOOLLY MILKCAP,1.2,0.0,0.56,1.5,21.0,1.0,280.0,12.0,5.5,67.0,0.42,6.0,0.033,0.0,0.06,2.11,2.93,0.0,0.0,0.18,0.11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
34242,"FLOUR, WHEAT FLOUR, SEMI-COARSE, V600",22.0,4.3,0.8,3.5,17.0,10.0,189.0,40.0,3.071,142.0,0.05,9.3,0.08,0.36,0.0,0.0,0.0,0.39,1.0,0.1,1.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34243,"BEAN, BROAD BEAN, FAVA BEAN, FRESH",22.0,210.0,1.9,4.2,96.0,0.0,250.0,38.0,2.435,95.0,0.11,1.2,0.17,17.5,0.0,33.0,0.0,0.3,9.0,0.05,0.58,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34244,"SUGAR SNAP PEAS, FRESH",60.0,432.0,1.24,2.2,47.0,1.0,230.0,33.0,1.351,67.0,0.044,4.0,0.16,36.0,0.0,66.0,0.0,0.5,62.0,0.15,0.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34245,"SESAME SEED, WHITE, WITHOUT HULL",58.7,5.0,7.41,11.3,97.0,0.0,603.0,442.0,11.546,896.0,0.18,84.5,1.47,0.41,0.0,0.0,0.0,0.0,14.0,0.79,7.58,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
34246,"FLOUR, RYE, WHOLEGRAIN RYE FLOUR R800",53.0,6.5,3.1,16.0,38.0,5.0,572.0,124.0,2.037,418.0,0.16,3.1,0.31,0.54,0.0,0.0,0.0,1.02,0.0,0.17,3.7,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
34247,"FLOUR, RYE, WHOLEGRAIN RYE FLOUR R1000",35.0,6.5,2.5,16.0,38.0,5.0,405.0,87.0,2.037,255.0,0.16,5.4,0.31,0.54,0.0,0.0,0.0,1.02,0.0,0.17,2.3,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
34248,"FLOUR, BARLEY, WHOLE GRAIN BARLEY FLOUR",33.0,0.0,3.8,7.6,35.0,5.0,443.0,115.0,7.504,376.0,0.12,5.3,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.1,3.1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
34249,"FLOUR, COARSE WHEAT FLOUR",19.0,4.3,0.5,3.5,17.0,10.0,131.0,22.0,3.071,95.0,0.05,9.9,0.08,0.36,0.0,0.0,0.0,0.39,1.0,0.1,0.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34254,"SEAWEED, KOMBU, DRIED",900.0,340.0,12.7,34.5,0.0,429000.0,450.0,610.0,2.1,210.0,0.26,0.0,0.07,28.22,0.0,13.0,0.0,0.0,0.0,0.01,6.2,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
34361,"MANGO, WITHOUT SKIN",11.0,685.1,0.16,1.6,43.0,0.0,168.0,10.0,0.886,14.0,0.038,0.6,0.028,53.91,0.0,36.4,0.0,0.9,4.2,0.14,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34380,"BEAN, WHITE BEAN, NAVY BEAN",161.4,0.0,6.1,15.3,364.0,0.6,1732.5,183.0,6.313,449.0,0.164,11.0,0.775,0.0,0.0,0.0,0.0,0.02,2.5,0.428,2.4,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
34668,SEED BLEND,72.91,108.8,7.654,5.77,56.6,0.0,831.5,448.6,10.624,1000.6,0.276,9.018,1.2704,8.954,0.0,0.84,0.0,22.22,27.3,0.48,7.718,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1
34680,PASSION FRUIT,12.0,784.0,1.6,10.4,14.0,0.0,348.0,29.0,1.5,68.0,0.13,0.6,0.03,63.37,0.0,30.0,0.0,0.02,0.7,0.1,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34694,"PAPAYA, WITHOUT SKIN",20.0,2782.0,0.25,1.7,37.0,0.0,182.0,21.0,0.491,10.0,0.027,0.6,0.023,47.268,0.0,60.9,0.0,0.3,2.6,0.038,0.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34713,"MACARONI, DARK, WHOLE WHEAT AND DARK WHEAT FLOUR",28.52,197.2,3.432,8.712,55.7,4.4,366.96,106.48,7.49,305.4,0.132,6.694,0.308,0.317,0.0,0.0,0.0,0.88,2.288,0.1,2.64,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
34743,"BEAN, BROAD BEAN, FAVA BEAN, DRY, BROAD BEAN GROATS",103.0,420.0,6.7,13.55227,78.8,0.0,1062.0,192.0,6.957,421.0,0.35494,8.2,0.548544,35.0,0.0,1.4,0.0,0.34,9.0,0.44,3.14,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
34847,CHIA SEED,623.6,32.4,9.598,34.4,49.0,0.0,407.0,335.0,13.673,860.0,0.17,32.0,0.62,2.689,0.0,1.6,0.0,0.3,0.0,0.0,6.288,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
34872,"NUT MIX, WITHOUT SALT, ROASTED",104.97,36.8,3.531,8.89,45.72,7.45,601.99,208.21,5.496,405.1,0.112,313.278,0.4423,0.738,0.0,0.56,0.0,5.046,6.425,0.34,3.533,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
34905,RICE AND BARLEY MIX,15.0,81.2,2.1,4.65,16.0,5.0,250.0,77.5,5.73,235.0,0.075,5.3,0.3,0.0,0.0,0.0,0.0,0.165,1.18,0.09,2.05,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
34907,RICE AND RYE MIX,16.7,65.9,3.57,9.35,29.12,9.5,317.0,110.0,4.899,262.0,0.051,17.6,0.107,0.162,0.0,0.0,0.0,0.558,2.33,0.55,1.9,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
34971,"OAT, COARSE-GROUND OAT, KAURAKUITUNEN",38.25,79.6,3.6,69.7,22.95,9.0,287.1,103.5,2.878,323.1,0.076,5.85,0.45,0.0,0.0,0.0,0.0,0.383,0.945,0.08,2.25,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
34972,"OLIVE, AVERAGE, WITHOUT STONE, IN BRINE, GREEN",52.0,750.0,0.49,3.3,3.0,0.0,42.0,11.0,0.671,4.0,0.007,0.9,0.021,19.546,0.0,0.0,0.0,3.81,1.4,0.031,0.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35146,"4-GRAIN FLAKES, GLUTEN FREE",27.52,361.4,3.47,6.146,29.15,11.91,282.96,97.21,3.818,306.9,0.077,10.342,0.2249,1.707,0.0,0.0,0.0,0.483,1.278,0.2,2.622,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
35220,"HEMP SEED, WITHOUT HULL",58.88,7.0,11.31,4.0,110.0,0.0,859.0,483.0,9.203,1160.0,0.1,24.955,0.4,0.581,0.0,0.5,0.0,1.7,0.0,0.6,10.61,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
35221,POPPY SEED,1608.306,0.0,10.82,19.5,82.0,0.0,719.0,347.0,3.927,870.0,0.1,11.0,0.854,0.0,0.0,1.0,0.0,2.0,0.0,0.247,6.897,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
35315,"RICE, QUINOA AND MULTIGRAIN MIX",20.87,58.6,2.601,5.686,30.3,7.6,325.96,109.08,5.875,308.0,0.098,5.02,0.3381,0.159,0.0,0.0,0.0,0.507,1.175,0.17,2.464,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
35513,"LINSEED, CRUSHED, ROASTED, VALO24",234.4,651.0,8.23,23.7,87.0,0.0,834.0,389.0,8.04,613.0,0.161,13.0,1.644,0.0,0.0,0.6,0.0,0.2,4.3,0.473,5.44,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1
35580,"CRANBERRY, DRIED, CRANBERRY POWDER",82.0,2500.0,7.1,47.4,100.0,50.0,450.0,48.0,11.7,120.0,3.5,10.0,2.5,89.5,0.0,14.3,0.0,47.0,450.0,3.0,1.3,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0
35581,VELVET BOLETE,0.3,0.0,10.0,3.2,0.0,0.0,140.0,4.3,0.0,31.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35582,"FOREST LAMB MUSHROOM, SHEEP POLYPORE",0.7,0.0,0.11,3.6,0.0,0.0,260.0,5.4,0.0,43.0,0.0,10.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35583,BOLETE,0.7,0.0,0.41,3.3,29.5,1.0,250.0,4.7,4.9,36.0,0.353,10.0,0.138,0.0,0.0,0.25,0.125,0.0,0.3,0.18,0.72,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
35584,SPRUCE BUD,16.0,0.0,0.37,7.2,0.0,0.0,210.0,21.0,0.0,56.0,0.0,10.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35585,"ROSEBAY WILLOW HERB OR FIREWEED, SHOOT",210.0,0.0,1.6,7.5,0.0,0.0,410.0,73.0,0.0,120.0,0.0,10.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,1.3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35586,"DANDELION, LEAF",120.0,6338.0,1.3,7.7,27.0,0.0,690.0,52.0,0.806,48.0,0.26,10.0,0.19,505.968,0.0,40.8,0.0,3.44,0.0,0.251,0.44,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
35587,"DANDELION, BUD",65.0,0.0,1.1,8.2,0.0,0.0,500.0,41.0,0.0,79.0,0.0,10.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,0.54,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35588,"GOUTWEED, GROUND ELDER, HERB GERARD, LEAF",130.0,0.0,2.0,9.1,0.0,0.0,770.0,53.0,0.0,70.0,0.0,10.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.59,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35589,"BLACK CURRANT, LEAF",310.0,0.0,2.6,11.4,0.0,0.0,580.0,80.0,0.0,150.0,0.0,10.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,1.1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35591,"BOG BILBERRY, BOG WHORTLEBERRY",11.0,310.5,0.13,2.4,11.2,0.0,84.0,5.5,0.567,11.0,0.014,10.0,0.133,3.918,0.0,26.2,0.0,1.85,9.0,0.06,0.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35592,CHOKEBERRY,21.0,0.0,0.25,5.2,0.0,0.0,170.0,14.0,0.0,16.0,0.0,10.0,0.0,0.0,0.0,6.15,0.0,0.0,0.0,0.0,0.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35593,"CHOKEBERRY, DRIED, CHOKEBERRY POWDER",210.0,0.0,6.1,49.1,0.0,0.0,610.0,62.0,0.0,140.0,0.0,10.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.69,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35595,"BLACK CURRANT, DRIED, BLACK CURRANT POWDER",310.0,1694.4,2.8,38.6,44.37,3.13,1100.0,120.0,1.616,320.0,0.053,10.0,0.1312,25.625,0.0,255.0,0.0,6.969,93.75,0.25,1.1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
35596,BLUEBERRY,6.7,310.5,0.77,3.3,11.2,1.0,71.0,4.9,0.567,9.8,0.014,10.0,0.133,3.92,0.0,15.6,0.0,1.85,9.0,0.06,0.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35597,"ROWANBERRY, DRIED, ROWANBERRY POWDER",290.0,617.6,4.2,50.3,58.82,5.88,640.0,100.0,3.729,200.0,0.029,10.0,0.3706,47.847,0.0,2.97,0.0,2.876,52.941,0.41,0.83,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
35599,"LINGONBERRY, DRIED, LINGONBERRY POWDER",100.0,260.8,5.9,36.2,163.33,8.33,340.0,48.0,5.283,130.0,0.042,10.0,0.525,6.333,0.0,12.6,0.0,12.75,75.0,0.08,1.2,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
35600,"SEA BUCKTHORN, DRIED, SEA BUCKTHORN POWDER",55.0,5058.8,5.6,44.3,58.82,0.0,940.0,64.0,1.529,230.0,0.412,10.0,1.0588,419.882,0.0,76.2,0.0,17.941,79.412,0.76,1.8,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0
